areaacres,areasqkm,states,huc8,name,globalid,shape_Length,shape_Area,EXTERNAL_PERMIT_NMBR,FACILITY_NAME,LOCATION_ADDRESS,CITY,STATE_CODE,ZIP,FAC_COUNTY_NAME,PERMIT_NAME,FACILITY_TYPE_CODE,FACILITY_TYPE_DESC,PERMIT_TYPE_CODE,PERMIT_STATUS_CODE,PERMIT_TYPE_DESC,PERMIT_STATUS_DESC,SIC_CODES,SIC_DESCRIPTIONS,TOTAL_DESIGN_FLOW_NMBR,NAICS_CODES,FAC_FEDERAL_AGENCY_NAME,CWP_CURRENT_SNC_STATUS,CWP_CURRENT_VIOL,CWA_CURRENT_STATUS,CWP_DATE_LAST_INSPECTION,DATE_LAST_FORMAL_EA,DMR_POUNDS,LIM_POLLUTANT,FAC_INDIAN_SPATIAL_FLG,FAC_DERIVED_TRIBES,PERMIT_EFFECTIVE_DATE,PERMIT_EXPIRATION_DATE,PERMIT_TERMINATION_DATE,PERMIT_COMPONENTS,PERM_FEATURE_NMBR,MAJOR_MINOR_FLAG,STATE_WATER_BODY_NAME,LATITUDE83,LONGITUDE83,SUB_TYPE_DESC,LATLONG_TYPE
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR10011G,GOOSE POND SOLAR,GOOSE POND - CONGAMOND ROAD,SOUTHWICK,MA,01077,HAMPDEN COUNTY,LSE Dorado LLC,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,12/06/2017,02/15/2022,,Construction Stormwater,,Minor,"GOOSE POND, HUNGARY BROOK",42.0111,-72.7789,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR100132,HOLIDAY HILL WIND PROJECT,PINE HILL ROAD,RUSSELL,MA,01071,HAMPDEN COUNTY,"Holiday Hill Community Wind, LLC",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,01/04/2018,02/15/2022,,Construction Stormwater,,Minor,"UNNAMED TRIBUTARY OF BLACK BROOK, UNNAMED TRIBUTARY OF WESTFIELD RIVER, WETLANDS",42.2114,-72.8717,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR10013I,WEST PARISH RAW WATER CONVEYANCE SYSTEM IMPROVEMENTS,GORGE ROAD,WESTFIELD,MA,01085,,Ludlow Construction,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,01/22/2018,02/15/2022,,Construction Stormwater,,Minor,LITTLE RIVER,42.12,-72.85,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001AX,NORTH BLANDFORD ROAD SOLAR PANEL ARRAY PROJECT,NORTH BLANDFORD ROAD,BLANDFORD,MA,01008,BERKSHIRE COUNTY,Altus Power America,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/12/2018,,,,N,,05/16/2018,02/15/2022,,Construction Stormwater,,Minor,INLAND WETLAND SYSTEM,42.1999,-72.9617,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001B8,C102060 A. PEREIRA - SOUTHWICK MA RECONSTRUCTION OF CONGAMOND RD (ROUTE 168),25 COGAMOND RD.,SOUTHWICK,MA,01077,,A. Pereira Construction,,,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,Terminated Permit,,,,,N,,05/17/2018,02/15/2022,07/22/2020,Construction Stormwater,,Minor,CONGAMOND LAKES,42.01,-72.78,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001DJ,"WATER MAIN EXTENSION FOR BERRY CORNER ROAD, H. FOOTE ROAD, AND ELEANOR LANE","BERRY CORNER ROAD, H. FOOTE ROAD, AND ELEANOR LANE",CHARLTON,MA,01507,WORCESTER COUNTY,"Ludlow Construction Co., Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/13/2018,02/15/2022,,Construction Stormwater,,Minor,"100 BERRY CORNER ROAD WITHIN CULVERT, 117 BERRY CORNER ROAD, 135 BERRY CORNER ROAD WITHIN CULVERT, 148 BERRY CORNER ROAD, 15 BERRY CORNER ROAD, 16-20 H. FOOTE ROAD WITHIN CULVERT, 17-22 ELEANOR LANE, 26 H. FOOTE ROAD, 29 BERRY CORNER ROAD WITHIN CULVERT, 5 ELANOR LANE WITHIN CULVERT, 50 H. FOOTE ROAD, 52 BERRY CORNER ROAD, 72 H. FOOTE ROAD, 90 BERRY CORNER ROAD, AYERS ROAD, CADY BROOK, MCKINSTRY BROOK",42.1999,-72.965,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001J9,WATER PRESSURE ZONE MODIFICATIONS,"BIRNIE AVE, PIPER RD, MORGAN RD & HEWITT ST",WEST SPRINGFIELD,MA,01107,HAMPDEN COUNTY,Town of West Springfield,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,08/23/2018,02/15/2022,,Construction Stormwater,,Minor,"CONNECTICUT RIVER - MS4 OUTFALL, UNNAMED WETLANDS ? BIRNIE AVE, UNNAMED WETLANDS ? BOOSTER PUMP STATION, UNNAMED WETLANDS ? HEWITT ST/ JEFFREY LANE, UNNAMED WETLANDS ? PIPER ROAD",42.149,-72.6595,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001JL,GREENS OF SOUTHWICK (WEST),"739, 767, & 771 COLLEGE HIGHWAY",SOUTHWICK,MA,01077,,Crestview Construction & Trucking,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,08/30/2018,02/15/2022,,,,Minor,N/A,42.0816,-72.7693,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001LT,BRIDGE REPLACEMENT BR. NO.A-05-002=W-21-014(STEEL) RT 147,ROUTE 147 AT WESTFIELD RIVER,AGAWAM,MA,01089,HAMPDEN COUNTY,Northern Construction,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,09/28/2018,02/15/2022,,Construction Stormwater,,Minor,"CONNECTICUT RIVER, WESTFIELD RIVER",42.0901,-72.6267,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001QG,637/1512 REBUILD PROJECT,637/1512 ROW,"GRANVILLE, RUSSELL AND WESTFIELD",MA,01085,,Western Massachusetts Electric Company (d/b/a Eversource Energy),,,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,Terminated Permit,,,,,N,,12/03/2018,02/15/2022,12/09/2020,Construction Stormwater,,Minor,"COOK BROOK - MA 32-38, LITTLE RIVER - MA 32-35, LITTLE RIVER - MA 32-36, MOOSE MEADOW BROOK - MA 32-23, WESTFIELD RIVER - MA 32-05",42.1243,-72.829,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001UU,SYNCARPHA BLANDFORD,CHESTER ROAD,BLANDFORD,MA,01008,,"American Renewables Construction, LLC.",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,03/12/2019,02/15/2022,,Construction Stormwater,,Minor,ON SITE WETLAND,42.2122,-72.9435,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001W2,"GEELEHER: SOUTHAMPTON, MA - PROPOSED SINGLE-FAMILY RESIDENCE & DRIVEWAY",WHITE LOAF ROAD,SOUTHAMPTON,MA,01073,,Geeleher Enterprises Inc,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,04/01/2019,02/15/2022,,Construction Stormwater,,Minor,UNNAMED INTERMITTENT STREAM,42.197,-72.7017,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001XL,RESURFACING AND RELATED WORK ALONG INTERSTATE 90,INTERSTATE 90,WESTFIELD,MA,01085,,"Blythe Construction, Inc.",,,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,Terminated Permit,,,,,N,,04/15/2019,02/15/2022,05/14/2020,Construction Stormwater,,Minor,"MOOSE MEADOW BROOK, POND BROOK, POWDERMILL BROOK",42.1395,-72.7043,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001ZI,RESURFACING&RELATED WORK ON I-90 (INCLUDE RAMPS 3 & 4) IN WESTFIELD & WEST SPFLD,INTERSTATE 90 (I-90) MM 36.401 TO MM 46.203,WESTFIELD & WEST SPFLD,MA,01089,,MASSDOT D2,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,05/08/2019,02/15/2022,,Construction Stormwater,,Minor,"ARMS BROOK, BUSH BROOK, COOLEY BROOK, MOOSE MEADOW BROOK, PAUCATUCK BROOK, POND BROOK, POWERDERMILL BROOK, WESTFIELD RIVER",42.1406,-72.7131,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR100241,BROCKWAY TRANSPORT,MEDEIROS WAY,WESTFIELD,MA,01085,,"Associated Builders, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2019,02/15/2022,,Construction Stormwater,,Minor,ARM BROOK,42.1757,-72.7327,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR10024I,COLLEGE HIGHWAY WATER SYSTEM IMPROVEMENTS,COLLEGE HIGHWAY,SOUTHWICK,MA,01077,,"Randal Brown, PE",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,07/01/2019,02/15/2022,,Construction Stormwater,,Minor,"KELLOG BROOK, SLAB BROOK, TRIBUTARY TO KELLOG BROOK, UNNAMED WETLAND",42.0875,-72.7643,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR10026Z,WESTFIELD STATE UNIVERSITY CAMPUS PARKING & SIDEWALK IMPROVEMENTS,577 & 395 WESTERN AVE,WESTFIELD,MA,01085,,JL Construction Corp,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,08/06/2019,02/15/2022,,Construction Stormwater,,Minor,LITTLE RIVER,42.1317,-72.7984,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002BB,TEKOA RESERVOIR DAM REMOVAL PROJECT,TEKOA RESERVOIR,MONTGOMERY,MA,01085,,City of Westfield Water Resources Department,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,10/17/2019,02/15/2022,,Construction Stormwater,,Minor,MOOSE MEADOW BROOK,42.1615,-72.8061,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002FO,PROPOSED SINGLE-FAMILY HOMES,"108, 110, & 112 SUNNYSIDE ROAD",SOUTHWICK,MA,01077,,"Kudlic Brothers, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,01/06/2020,02/15/2022,,Construction Stormwater,,Minor,ASHLEY BROOK - INTERMITTENT STREAM,42.0905,-72.7757,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002G3,COLUMBIA GREENWAY RAIL TRAIL AND RELATED WORK INCLUDING 5 RAILROAD BRIDGES,BEGINS 200' SOUTH OF MAIN STREET,WESTFIELD,MA,01085,,"New England Infrastructure, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,01/21/2020,02/15/2022,,Construction Stormwater,,Minor,WESTFIELD RIVER,42.1273,-72.7486,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002HE,GREENS OF SOUTHWICK (EAST),COLLEGE HIGHWAY  (MAP 27;26 PARCEL 11;1),SOUTHWICK,MA,01077,,Crestview Construction & Trucking,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,02/15/2020,02/15/2022,,Construction Stormwater,,Minor,BORDERING VEGETATED WETLAND,42.0797,-72.7602,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002HY,LINE 1512 STRUCTURE REPLACEMENT PROJECT,LINE 1512 RIGHT-OF-WAY,MULTIPLE,MA,01008,,David Askew,,,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,Terminated Permit,,,,,N,,02/25/2020,02/15/2022,11/18/2020,Construction Stormwater,,Minor,"S-16, INTERMITTENT STREAM, S-19, TILLOTSON BROOK (S-14), W-1, W-13, W-14, W-15, W-16, W-18, W-19, W-19B, W-21, W-22/S-7, W-23, W-25/S-8, W-27A, W-27B, W-28A / S-11, W-29, W-30, W-34 / HOLLISTER BROOK (S-13), W-35, W-37/S-15, W-38, W-45/S-18, W-47, W-48, W-5/S-1, W-50, W-6, W-7, W-9/S-3/S-4",42.2001,-72.9649,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002IU,COLUMBIA RAIL TRAIL & RELATED WORK INCLUDING 5 RR BRIDGES,COLUMBIA RAIL TRAIL,WESTFIELD,MA,01085,,MASSDOT D2,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,03/09/2020,02/15/2022,,Construction Stormwater,,Minor,"LITTLE RIVER, WESTFIELD RIVER",42.1222,-72.7463,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002LL,POWDERMILL VILLAGE,126,WESTFIELD,MA,01085,,NEI General Contracting,,,GPC,NON,General Permit Covered Facility,Not Needed,,,,,,,No,Not Applicable,,,,,N,,,,,Construction Stormwater,,Minor,,42.1237,-72.7343,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002LZ,PROPOSED SINGLE-FAMILY HOME,1 TWO STATES AVE,SOUTHWICK,MA,01077,,Edward Taravella,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,04/24/2020,02/15/2022,,Construction Stormwater,,Minor,LAKE CONGAMOND,42.0377,-72.7547,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002RF,1657 LINE OPGW INSTALLATION PROJECT,1657 LINE ROW,WESTFIELD,MA,01085,,NSTAR Electric Company d/b/a Eversource Energy,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,08/05/2020,02/15/2022,,Construction Stormwater,,Minor,ARM BROOK,42.1803,-72.7288,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002T0,CADY BROOK DIVERSION,OLD WINDSOR ROAD,HINSDALE,MA,01235,,"J.H. Maxymillian, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,09/02/2020,02/15/2022,,Construction Stormwater,,Minor,CADY BROOK,42.2856,-73.0545,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1002YD,LIPTAK - CITY VIEW RD - PROPOSED SINGLE-FAMILY HOME,0 CITY VIEW RD,WESTFIELD,MA,01085,,Andrew Liptak,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,11/11/2020,02/15/2022,,Construction Stormwater,,Minor,UNNAMED INTERMITTENT STREAM,42.1105,-72.7739,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR10035Q,410 SOUTHAMPTON ROAD WESTFIELD MA,410 SOUTHAMPTON ROAD,WESTFIELD,MA,01085,,Jim R. Boyle,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,03/16/2021,02/15/2022,,Construction Stormwater,,Minor,ARM BROOK,42.1535,-72.7259,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MANOEJ067,WESTROCK,100 PALMER ST,WEST SPRINGFIELD,MA,01089,,"WESTROCK CP, LLC",,,GPC,EFF,General Permit Covered Facility,Effective,2653,Corrugated And Solid Fiber Boxes,,,,,No,No Violation Identified,,,,,N,,02/01/2021,02/01/2026,,,,Minor,,42.090213,-72.60501,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053170,WEST SPRINGFIELD TERMINAL,151 DAY STREET,WEST SPRINGFIELD,MA,01089,HAMPDEN,"CSX INTERMODAL TERMINALS, INC.",CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,4013,Switching And Terminal Services,,,,,No,No Violation Identified,,,,"Acenaphthene;Acenaphthylene;Anthracene;Benzo[a]anthracene;Benzo[a]pyrene;Benzo[b]fluoranthene;Benzo[ghi]perylene;Benzo[k]fluoranthene;Chemical Oxygen Demand [COD];Chrysene;Dibenz[a,h]anthracene;Fluoranthene;Fluorene;Indeno[1,2,3-cd]pyrene;Naphthalene;Phenanthrene;Pyrene;Solids, total suspended;pH",N,,06/26/2021,02/28/2026,,Industrial Stormwater,,Minor,NOT SPECIFIED,42.099,-72.615,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053170,WEST SPRINGFIELD TERMINAL,151 DAY STREET,WEST SPRINGFIELD,MA,01089,HAMPDEN,"CSX INTERMODAL TERMINALS, INC.",CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,4013,Switching And Terminal Services,,,,,No,No Violation Identified,,,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,001,Minor,Not Specified,42.099,-72.615,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053367,AGAWAM FLUID MILK & DISTRIBUTION FACILITY,233 MAIN STREET,AGAWAM,MA,01001,HAMPDEN,HP HOOD LLC,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,2026 4212,"Fluid Milk; Local Trucking, Without Storage",,,,,No,No Violation Identified,,,,,N,,07/13/2021,02/28/2026,,Industrial Stormwater,001,Minor,Westfield River,42.0872,-72.6175,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053367,AGAWAM FLUID MILK & DISTRIBUTION FACILITY,233 MAIN STREET,AGAWAM,MA,01001,HAMPDEN,HP HOOD LLC,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,2026 4212,"Fluid Milk; Local Trucking, Without Storage",,,,,No,No Violation Identified,,,,,N,,07/13/2021,02/28/2026,,Industrial Stormwater,002,Minor,Westfield River,42.0869,-72.6161,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053512,WEST SPRINGFIELD YARD,164 WESTERN AVENUE,WEST SPRINGFIELD,MA,01089,HAMPDEN,CSX Transportation,POF,Privately Owned Facility,GPC,EFF,General Permit Covered Facility,Effective,4011,"Railroads, Line-Haul Operating",,,,,No,No Violation Identified,,,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,001,Minor,Town of West Springfield,42.099,-72.622,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,001,Minor,CONNECTICUT RIVER,42.091264,-72.592471,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,005,Minor,Westfield River,42.091075,-72.592596,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,006,Minor,Westfield River,42.090715,-72.592568,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,007,Minor,Westfield River,42.088434,-72.592482,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,008,Minor,Westfield River,42.08845,-72.599746,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,009,Minor,Westfield River,42.087275,-72.603144,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,010,Minor,Westfield River,42.092773,-72.599338,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,011,Minor,Westfield River,42.088605,-72.599742,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR053641,BONDI ISLAND SANITARY LANDFILL,M STREET,AGAWAM,MA,01001,HAMPDEN,Bondi Island Sanitary Landfill,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,10/15/2019,09/10/2020,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,012,Minor,CONNECTICUT RIVER,42.091352,-72.592691,EXTERNAL OUTFALL,Permitted Feature
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001B7,RESURFACING AND RELATED WORK ON WEST STREET,WEST ST,GOSHEN,MA,01096,,"C & A Construction Co., Inc.",,,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,Terminated Permit,,,,,N,,05/17/2018,02/15/2022,05/21/2020,Construction Stormwater,,Minor,WEBSTER BROOK,42.4325,-72.8045,,Facility
331964.51,1343.41,"CT,MA",01080206,Westfield River,{CEE48919-D417-4899-A9E9-1F06B3C343E9},3.155467338,0.146654473,MAR1001EU,GOSHEN(605150)  - RESURFACING AND RELATED WORK ON WEST STREET,WEST STREET,GOSHEN,MA,01096,,"MassDOT, Highway Division",,,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,Terminated Permit,,,,,N,,06/26/2018,02/15/2022,12/17/2019,Construction Stormwater,,Minor,WEBSTER BROOK,42.4351,-72.7982,,Facility
